,playerShort,yellowReds,goals,birthday,ties,leagueCountry,black,defeats,weight,victories,height,meanExp,yellowCards,games,redCards,position,meanIAT,club
455,455,4,15,29.06.1988,75,3,0,75,71.0,161,174.0,0.5929820185025515,75,311,1,4,0.3643251700394859,87
456,456,0,97,03.05.1985,97,1,0,104,71.0,196,173.0,0.5231645311791626,62,397,4,2,0.3617612710055163,59
457,457,0,3,12.01.1991,19,2,0,30,59.0,36,169.0,0.5602310438082686,11,85,1,7,0.3647428199785306,72
458,458,0,0,17.05.1990,33,2,0,55,93.0,48,196.0,0.34466716309614953,9,136,2,5,0.3374593226497495,33
459,459,0,12,11.12.1987,75,2,0,106,64.0,95,178.0,0.35875190281191105,8,276,0,6,0.3384630376912829,2
460,460,3,46,27.01.1986,57,3,0,91,70.0,103,169.0,0.5806665960447998,37,251,5,11,0.3581437976344713,37
461,461,0,0,28.03.1978,79,1,0,85,89.0,76,188.0,0.3522192954258426,11,240,5,5,0.3357464251410575,30
462,462,3,36,28.02.1985,65,1,0,98,68.0,104,176.0,0.49610380670033877,28,267,1,7,0.35438471459400567,24
463,463,1,32,23.03.1991,25,0,0,41,73.0,53,180.0,0.4731181786387444,17,119,0,2,0.35229879870827563,45
464,464,5,16,11.03.1988,38,3,0,55,70.0,149,179.0,0.6056864908123771,51,242,1,6,0.3677070420472612,66
465,465,0,4,09.07.1990,18,0,0,29,65.0,47,172.0,0.43318715839873884,14,94,2,6,0.3414465126136636,60
466,466,0,13,06.07.1979,79,1,0,75,69.0,105,176.0,0.37363157453451584,16,259,0,10,0.33644848358911017,56
467,467,1,4,20.04.1987,32,1,0,28,74.0,31,177.0,0.340721610055763,15,91,1,9,0.33605602610935886,3
468,468,2,14,28.09.1979,82,1,0,121,73.0,102,184.0,0.3717946450113164,35,305,4,7,0.338568835255738,96
469,469,4,18,22.01.1982,110,0,0,161,76.0,192,183.0,0.4849508749594638,75,463,3,1,0.3491970506278549,53
470,470,0,8,11.06.1989,46,2,0,41,67.0,64,168.0,0.5680024684692687,27,151,1,9,0.36120711807239586,90
471,471,0,13,09.10.1982,57,1,0,64,68.0,63,174.0,0.34493643663339035,23,184,0,10,0.3318034186881862,36
472,472,0,6,14.08.1989,35,2,1,40,75.0,49,185.0,0.36520874730332004,25,124,4,1,0.3372638763794664,72
473,473,2,15,17.03.1987,46,3,0,56,90.0,104,195.0,0.5746128458140265,40,206,2,1,0.35874125870340334,75
474,474,0,19,22.08.1991,21,0,0,52,72.0,39,185.0,0.42523638295463184,11,112,0,2,0.34297866435891894,49
475,475,1,14,17.03.1986,41,2,1,43,80.0,92,194.0,0.511998908494978,19,176,0,1,0.35345613435608375,16
476,476,0,6,15.05.1987,33,2,0,37,85.0,46,193.0,0.540346412962491,31,116,2,1,0.36012895500273456,39
477,477,0,29,13.09.1992,32,2,0,51,79.0,64,179.0,0.3469263971543877,20,147,0,10,0.3373974814977949,77
478,478,1,19,12.03.1991,50,2,0,64,70.0,43,184.0,0.3416199908626088,38,157,1,0,0.337176934333755,91
479,479,0,6,18.06.1990,12,2,0,18,67.0,16,188.0,0.5560706343133544,5,46,0,12,0.35256873801601507,90
480,480,2,3,10.04.1986,53,3,0,75,74.0,200,178.0,0.5706049981251341,74,328,0,4,0.3653053974148073,87
481,481,4,3,25.06.1982,85,3,0,132,69.0,170,176.0,0.5490583214105406,117,387,3,6,0.36169858837457647,75
482,482,5,238,20.03.1984,135,0,0,148,70.0,313,183.0,0.5176202045423032,74,596,1,2,0.3530419287876582,21
483,483,0,31,31.10.1978,92,2,0,130,79.0,133,181.0,0.33583746314240803,34,355,0,6,0.34916759520959334,15
484,484,0,6,18.11.1992,12,2,0,17,,29,,0.4521206959195289,8,58,1,8,0.31059842405429955,2
485,485,0,14,02.02.1980,127,1,0,107,64.0,176,170.0,0.449997581324755,86,410,4,4,0.34446515884959156,44
486,486,3,105,13.06.1980,137,0,1,129,73.0,338,181.0,0.4588254768860901,64,604,0,8,0.3488085241742591,21
487,487,0,3,29.05.1993,23,2,0,21,82.0,53,187.0,0.3560457061623435,10,97,0,6,0.33757296869588915,91
488,488,1,2,03.03.1986,43,1,0,46,70.0,57,176.0,0.42768300622036226,15,146,0,6,0.3450810368921765,36
489,489,0,17,06.09.1989,19,1,0,41,,27,179.0,0.3756556376631331,7,87,0,12,0.33803313388899436,58
490,490,0,24,05.12.1983,60,1,0,61,68.0,58,179.0,0.29648997963694357,13,179,0,0,0.31831916050376696,88
491,491,0,13,28.08.1980,81,1,1,84,71.0,88,183.0,0.24888860283142944,39,253,1,12,0.3154607543811338,3
492,492,0,4,03.08.1987,8,3,0,25,71.0,18,178.0,0.5882973115445439,13,51,0,12,0.36989359418717194,37
493,493,2,2,13.05.1991,23,0,0,35,73.0,50,178.0,0.44324960402599906,9,108,1,4,0.3439737805699353,6
494,494,3,3,23.05.1983,92,1,1,71,72.0,129,180.0,0.4368423541037709,52,292,0,9,0.3440092494029511,44
495,495,3,127,07.04.1983,93,2,0,87,72.0,286,170.0,0.47245855660475206,46,466,3,7,0.3489872232205427,12
496,496,1,3,19.09.1981,75,1,0,108,69.0,72,173.0,0.4196931566300728,35,255,0,6,0.34449586983947944,79
497,497,0,21,07.04.1989,52,0,0,73,78.0,52,194.0,0.41809008036270257,20,177,1,2,0.3375229488916234,94
498,498,0,10,22.02.1989,18,3,0,24,81.0,29,187.0,0.5717763071916536,8,71,0,0,0.380484506538012,62
499,499,2,5,05.09.1990,29,3,0,55,69.0,52,174.0,0.5765940097100413,25,136,1,4,0.3702827484535208,70
500,500,0,9,18.04.1983,67,1,0,58,77.0,122,186.0,0.449215808429723,30,247,0,9,0.3446665634623525,5
501,501,2,265,20.06.1978,197,0,0,194,77.0,523,183.0,0.47516823200542097,86,914,2,3,0.3481574691557457,21
502,502,1,45,13.09.1987,47,0,1,73,82.0,74,172.0,0.3988113794206369,21,194,0,2,0.3354828925740464,82
503,503,3,82,08.12.1978,118,0,0,139,77.0,132,188.0,0.3921480868378781,32,389,4,2,0.3330787017110666,93
504,504,0,24,23.03.1986,66,1,0,74,61.0,50,162.0,0.3424070477190804,16,190,1,12,0.3339364081110577,3
505,505,7,25,10.07.1983,85,3,0,112,74.0,186,180.0,0.5389524966223292,112,383,0,4,0.362222735296058,10
506,506,0,81,13.10.1986,97,0,0,114,76.0,131,178.0,0.43044730326319736,39,342,0,11,0.3412481835592821,8
507,507,0,7,26.02.1989,38,0,0,45,79.0,85,186.0,0.4245382705138468,4,168,0,11,0.345017632495479,53
508,508,4,9,09.11.1983,66,0,0,104,79.0,108,188.0,0.5269768415002327,59,278,3,1,0.35284868736439634,92
509,509,0,43,22.11.1989,68,3,0,82,64.0,115,167.0,0.6450966818596041,44,265,0,10,0.3717215804524491,37
510,510,0,1,22.10.1993,15,0,1,27,,12,173.0,0.39649595323180314,7,54,1,12,0.3352424523681382,53
511,511,1,2,26.07.1985,86,0,0,66,72.0,237,176.0,0.46947335819668295,49,389,0,6,0.3438983410380154,48
512,512,1,33,19.11.1981,78,1,0,102,65.0,87,176.0,0.36011517388055864,20,267,1,7,0.3350176985297543,88
513,513,0,3,25.04.1988,50,1,1,65,74.0,73,183.0,0.3681553778228969,28,188,0,6,0.3294235828928916,88
514,514,1,34,27.12.1988,43,1,0,54,80.0,54,188.0,0.34211034861967293,18,151,1,12,0.3365699363174542,51
515,515,3,2,17.06.1986,23,3,0,46,75.0,25,182.0,0.5882973115445439,30,94,1,9,0.3698935941871718,26
516,516,2,4,06.06.1989,9,3,0,33,79.0,31,188.0,0.5882973115445439,35,73,0,1,0.36989359418717194,62
517,517,0,93,16.07.1989,78,0,0,96,74.0,162,183.0,0.5058267572786946,32,336,1,8,0.35020702425173456,83
518,518,2,65,23.02.1981,170,0,0,196,78.0,314,184.0,0.4243551081344848,105,680,2,3,0.33959119901139306,48
519,519,2,45,21.02.1986,21,2,1,39,79.0,39,187.0,0.6471812164118464,24,99,0,2,0.36973344953066134,72
520,520,0,4,15.03.1985,47,0,0,87,75.0,84,178.0,0.5002562225003556,32,218,0,6,0.35786018725931806,54
521,521,0,7,19.04.1988,35,1,0,41,74.0,61,180.0,0.396648360109896,29,137,3,9,0.3428196834763163,51
522,522,0,31,19.12.1985,76,0,0,131,71.0,153,188.0,0.4278455506361323,43,360,4,1,0.3387883749013593,21
523,523,2,17,12.04.1982,101,0,0,162,74.0,174,180.0,0.44085126933564917,69,437,7,1,0.34129790045546937,94
524,524,6,28,03.08.1987,74,3,0,105,76.0,121,171.0,0.5617051115463145,77,300,10,4,0.35697574835017315,75
525,525,0,29,18.05.1983,93,0,0,143,70.0,133,178.0,0.3564455622815245,59,369,0,12,0.32668968372672347,93
526,526,2,15,12.05.1985,54,3,0,83,71.0,88,178.0,0.5667594361629971,28,225,0,7,0.3634828427508461,35
527,527,0,0,01.03.1980,49,1,0,58,82.0,52,183.0,0.3900764112207682,9,159,1,5,0.34332320392356197,58
528,528,0,29,24.12.1980,66,1,0,95,66.0,116,171.0,0.41470024782609155,46,277,1,7,0.3424329521333702,78
529,529,0,0,04.02.1986,53,1,0,58,73.0,79,181.0,0.4385197745991106,10,190,1,5,0.34394480246662706,51
530,530,0,6,15.02.1993,27,3,1,37,76.0,57,188.0,0.47759693353107563,21,121,1,4,0.3507858078901442,75
531,531,3,9,26.02.1986,66,2,0,70,74.0,90,188.0,0.4002118375571255,47,226,1,9,0.3439167731830728,89
532,532,1,2,29.04.1981,96,0,0,157,74.0,157,180.0,0.42074095985964316,64,410,1,6,0.3372097494869636,93
533,533,2,91,03.10.1978,125,2,1,153,85.0,259,180.0,0.4356602885283822,76,537,2,11,0.34644286467345997,77
534,534,0,0,07.06.1982,46,3,0,50,78.0,66,186.0,0.5949579181163152,13,162,0,5,0.3691390387641329,23
535,535,2,7,21.09.1985,46,3,0,94,84.0,61,190.0,0.5526976863105069,41,201,1,1,0.3636838527315303,61
536,536,0,30,13.04.1993,24,2,0,35,82.0,39,193.0,0.33596689240030064,0,98,0,2,0.33662816264272133,33
537,537,0,88,27.05.1987,83,0,1,101,68.0,157,179.0,0.43394180624559237,32,341,2,11,0.34792439130445446,6
538,538,0,12,19.08.1991,20,1,0,26,74.0,17,180.0,0.4147925064778071,11,63,1,2,0.3442504878790704,44
539,539,2,1,15.05.1983,58,2,1,85,80.0,102,186.0,0.42665487540823654,40,245,2,1,0.3501966044942805,28
540,540,0,9,30.03.1991,23,1,1,32,75.0,36,181.0,0.4428922803631164,1,91,0,12,0.3445609847960551,30
541,541,1,37,06.03.1977,103,0,0,115,83.0,223,176.0,0.5125193678274538,66,441,1,0,0.35242367909974204,34
542,542,0,53,11.05.1989,57,3,1,85,74.0,109,175.0,0.4276469148605809,20,251,0,11,0.34387120148457145,61
543,543,1,35,31.03.1989,36,2,1,36,77.0,53,181.0,0.37745077193727744,30,125,2,7,0.34093595680772004,28
544,544,2,17,23.08.1984,93,0,1,104,70.0,219,178.0,0.44777240359535425,59,416,0,9,0.3445796305187885,45
545,545,3,11,22.09.1983,62,3,0,89,83.0,136,190.0,0.4218750056745761,51,287,1,1,0.3383088484813947,70
546,546,1,23,13.01.1984,107,0,0,149,76.0,156,178.0,0.46014249565579113,65,412,1,3,0.3431064589156731,81
547,547,0,0,15.02.1981,68,0,0,76,82.0,188,191.0,0.468843467417768,12,332,1,5,0.34595776653333427,83
548,548,1,0,12.10.1988,9,3,0,23,82.0,13,186.0,0.5882973115445439,14,45,0,1,0.3698935941871719,70
549,549,3,34,11.06.1987,78,2,0,116,74.0,177,171.0,0.4705861219289154,76,371,1,10,0.3509440174888137,11
550,550,1,177,10.12.1987,66,3,0,66,82.0,246,184.0,0.5859212682778608,39,378,1,2,0.36756591939125627,66
551,551,1,6,29.08.1985,64,0,0,87,71.0,102,178.0,0.4707365758167673,45,253,6,1,0.3415450327483243,92
552,552,2,6,02.10.1984,43,0,0,74,89.0,84,189.0,0.6023813346358512,40,201,1,6,0.3564701070102283,92
553,553,0,2,14.03.1991,46,2,0,56,74.0,71,176.0,0.3636621335758996,13,173,1,9,0.3453485910397087,89
554,554,1,25,05.05.1987,42,0,0,77,63.0,73,175.0,0.4311871686238124,26,192,0,12,0.33776938122162137,92
555,555,0,20,02.07.1987,42,0,0,59,77.0,112,179.0,0.5342147972285916,47,213,1,3,0.35467726534213073,60
556,556,1,8,27.09.1992,37,2,0,34,82.0,78,185.0,0.46873632722982633,27,149,0,3,0.3488350508352037,15
557,557,2,5,01.07.1984,83,1,0,97,76.0,105,187.0,0.4043876001949699,36,285,2,1,0.34096998771804105,30
558,558,0,76,25.01.1980,97,1,0,119,70.0,94,183.0,0.3857407362913998,15,310,1,2,0.33736575542152875,88
559,559,1,5,05.08.1989,40,1,0,35,69.0,63,181.0,0.4542887038810486,15,138,0,7,0.34664396212217485,36
560,560,3,14,03.02.1988,54,1,0,47,69.0,175,172.0,0.485897190422695,33,276,0,1,0.35083483496407664,59
561,561,0,0,18.02.1987,41,3,0,38,80.0,62,190.0,0.5942775831985723,14,141,0,5,0.36289600305472397,87
562,562,1,15,16.05.1991,40,1,1,47,74.0,81,182.0,0.41930353626059313,21,168,1,12,0.34075516595914884,57
563,563,1,52,05.03.1984,56,1,0,48,80.0,71,191.0,0.4308791024531346,15,175,0,2,0.3503812274416192,59
564,564,0,5,02.08.1980,83,1,0,111,66.0,100,173.0,0.35322614833221555,31,294,0,12,0.33460530982462533,96
565,565,0,0,13.07.1985,124,1,0,154,73.0,178,183.0,0.5063432692850369,22,456,0,12,0.3491026989783145,3
566,566,4,20,19.08.1980,82,3,0,112,77.0,117,181.0,0.5718720654899854,92,311,0,4,0.36508568645630907,9
567,567,4,12,14.10.1985,69,3,0,112,82.0,109,184.0,0.6216740057061514,70,290,5,1,0.3725043043068547,20
568,568,0,1,27.01.1978,55,3,0,94,87.0,75,188.0,0.6027613332782158,24,224,0,5,0.3637817985888903,42
569,569,1,12,13.06.1981,87,0,1,107,83.0,177,187.0,0.42094321060023593,61,371,1,9,0.34479183948199266,93
570,570,0,0,28.02.1986,45,1,1,44,79.0,43,184.0,0.36398371724161593,3,132,0,5,0.3370874889002935,4
571,571,0,64,08.09.1989,51,0,0,78,77.0,98,186.0,0.46115836320953707,15,227,0,0,0.3407494580850209,83
572,572,0,4,24.03.1994,9,1,1,15,79.0,17,183.0,0.48596914876799535,4,41,0,12,0.3480113344403821,36
573,573,0,10,10.06.1986,39,2,0,69,69.0,85,177.0,0.38087206164620013,31,193,0,4,0.3454206408669695,11
574,574,1,24,02.01.1981,103,2,0,171,80.0,181,182.0,0.3888486946865902,104,455,0,4,0.34026873693021803,0
575,575,0,9,21.08.1992,15,0,0,18,80.0,26,187.0,0.4234887911997716,5,59,0,12,0.3372438007309237,53
576,576,1,26,28.07.1993,28,0,0,30,65.0,44,183.0,0.4394466287830361,3,102,0,12,0.3377651278070853,54
577,577,0,3,11.02.1992,11,1,1,14,80.0,4,182.0,0.3546633604692043,1,29,0,12,0.33807402918042584,57
578,578,1,8,14.05.1984,36,3,0,62,80.0,70,187.0,0.4528369084852565,35,168,0,3,0.3532467409690936,37
579,579,0,39,07.03.1987,64,0,0,74,69.0,123,177.0,0.48597816794773413,15,261,1,7,0.34859928513773164,53
580,580,1,7,21.06.1990,46,2,0,66,85.0,72,188.0,0.49356876592835863,17,184,0,4,0.3504093012504726,15
581,581,0,16,17.01.1988,76,3,0,96,80.0,130,184.0,0.5010607234097096,65,302,3,1,0.35117888045153467,26
582,582,3,15,13.02.1985,57,3,0,68,84.0,140,183.0,0.5389092822102323,42,265,0,4,0.35827452292963957,75
583,583,0,25,28.07.1980,54,2,0,103,86.0,119,189.0,0.3359668924003006,15,276,1,1,0.3366281626427214,25
584,584,0,41,14.08.1983,101,2,0,156,87.0,194,190.0,0.40206922133709977,44,451,0,1,0.3421225857313641,38
585,585,2,24,20.11.1985,56,2,0,74,78.0,99,174.0,0.37272757065737894,37,229,0,6,0.34003817742117554,77
586,586,0,0,30.05.1978,52,2,0,68,94.0,60,196.0,0.3677104202677727,11,180,1,5,0.33353740803887383,1
587,587,2,96,02.08.1982,95,3,0,127,74.0,172,182.0,0.5411026907680373,58,394,1,2,0.35942928080283354,70
588,588,1,5,04.06.1984,65,1,1,92,77.0,91,180.0,0.3641519338260307,41,248,0,6,0.3310522537457359,51
589,589,0,20,26.10.1990,51,1,1,36,73.0,59,174.0,0.4157508838805579,1,146,0,11,0.3419517468914811,36
590,590,1,12,02.05.1983,53,1,1,52,87.0,79,188.0,0.4279462156595338,46,184,1,1,0.3438758365827899,36
591,591,0,44,08.07.1992,27,2,0,66,76.0,68,183.0,0.3864604624122388,8,161,0,11,0.3419158361601761,38
592,592,0,0,21.10.1975,9,0,0,13,85.0,31,189.0,0.47879114552400553,2,53,0,5,0.34566474824685,21
593,593,0,19,13.09.1977,105,1,0,94,73.0,146,182.0,0.45692189930645044,37,345,4,1,0.34652170098948665,51
594,594,0,5,12.04.1990,21,2,0,38,70.0,57,184.0,0.3469701852668408,22,116,0,12,0.3406459853501477,39
595,595,0,28,12.11.1989,47,2,0,80,63.0,70,172.0,0.3332341821114637,8,197,0,0,0.3427312589292921,0
596,596,1,11,13.03.1989,52,2,0,48,83.0,142,190.0,0.43393890758104287,37,242,1,1,0.3437954264719067,12
597,597,0,1,04.03.1985,38,2,0,30,74.0,61,184.0,0.4308396540299983,36,129,1,6,0.359065829137654,90
598,598,0,2,16.03.1987,13,3,0,6,73.0,9,176.0,0.5882973115445439,8,28,0,12,0.36989359418717194,35
599,599,0,0,26.12.1986,116,0,0,97,73.0,182,186.0,0.45161801676562763,6,395,2,5,0.34620021469326545,83
600,600,2,1,22.06.1991,38,3,0,52,69.0,68,173.0,0.6003992594800587,43,158,2,9,0.36798447498709713,20
601,601,3,47,01.08.1987,40,3,0,53,67.0,68,176.0,0.5457911575129903,27,161,1,12,0.36197287726942295,20
602,602,0,17,04.01.1990,15,0,0,43,67.0,45,173.0,0.5884834586835498,12,103,0,7,0.3660527585643084,83
603,603,0,78,31.08.1977,119,0,0,174,78.0,231,177.0,0.42942378360183775,48,524,2,12,0.34037577052383783,63
604,604,0,15,11.11.1989,25,3,0,43,72.0,34,177.0,0.5578701847511991,5,102,0,8,0.36216636229581967,9
605,605,0,49,02.04.1986,61,2,0,39,76.0,196,180.0,0.5221025306985135,32,296,0,0,0.35517369339094973,31
606,606,1,32,21.04.1988,50,2,1,79,62.0,94,172.0,0.3551401362377488,27,223,2,7,0.33367048418057726,89
607,607,0,2,26.09.1989,40,1,1,26,64.0,62,174.0,0.34443094942411734,19,128,1,4,0.32837294084361407,44
608,608,0,2,28.09.1992,1,0,0,11,85.0,19,193.0,0.3871208857890422,2,31,0,1,0.3320194417434877,6
609,609,0,95,12.05.1983,90,2,0,101,83.0,166,187.0,0.5139256253939851,43,357,1,2,0.35510551050774813,15
610,610,0,6,19.07.1989,20,3,0,34,65.0,23,170.0,0.5822389669247705,5,77,0,0,0.3687462835499995,9
611,611,1,0,20.05.1981,136,3,0,139,84.0,525,185.0,0.5307782315451162,23,800,1,5,0.3546370961641529,66
612,612,1,75,18.09.1980,71,1,0,109,69.0,94,180.0,0.4217477180149201,21,274,3,11,0.3417032611620417,71
613,613,0,51,21.02.1992,32,2,0,55,91.0,58,191.0,0.3359668924003006,14,145,1,2,0.3366281626427214,77
614,614,2,6,23.12.1991,26,2,0,41,72.0,52,183.0,0.3526515414900394,14,119,0,1,0.33791667967719663,72
615,615,0,58,11.05.1984,106,3,0,68,65.0,401,170.0,0.5569975740003639,47,575,0,7,0.3540915031797846,29
616,616,0,9,23.07.1982,27,3,0,38,72.0,43,185.0,0.573875013178703,25,108,1,12,0.36663093479976416,37
617,617,1,9,17.05.1991,28,3,0,37,77.0,60,181.0,0.6035918468011369,33,125,4,1,0.35541501775918016,68
618,618,0,2,18.01.1988,16,3,0,31,74.0,37,178.0,0.5995465202679854,17,84,0,3,0.36831737219272026,9
619,619,0,0,24.04.1992,22,2,0,27,76.0,27,190.0,0.3507716936933741,1,76,1,5,0.33857364840533966,28
620,620,0,0,06.03.1981,72,3,0,115,81.0,135,191.0,0.5848260602537716,21,322,0,5,0.36498644092339166,9
621,621,1,34,22.06.1982,106,3,0,169,75.0,180,182.0,0.5745617220338316,55,455,0,9,0.3633087897377498,9
622,622,1,5,23.04.1981,62,3,0,93,70.0,105,179.0,0.5381503777350384,76,260,5,4,0.36012361415363886,37
623,623,0,6,27.04.1991,6,3,0,7,74.0,30,181.0,0.5519697905230371,4,43,0,11,0.3623515760022392,29
624,624,2,41,21.04.1992,30,3,0,34,74.0,100,176.0,0.581127998910134,16,164,0,0,0.3589493325620728,52
625,625,0,3,19.01.1990,10,3,0,14,76.0,12,180.0,0.5805911734080068,3,36,0,12,0.3679846275886491,9
626,626,0,0,12.12.1985,10,2,1,11,94.0,4,202.0,0.7627967061949341,2,25,0,5,0.3711284094659863,77
627,627,1,1,08.03.1989,45,3,0,60,75.0,71,187.0,0.5830774818370005,55,176,0,4,0.36487464466621866,9
628,628,2,152,29.01.1980,102,2,0,148,82.0,225,186.0,0.4115357037863958,38,475,1,2,0.34280382891475736,1
629,629,0,2,25.07.1988,17,3,0,34,74.0,38,181.0,0.5685306274641818,17,89,0,6,0.3675942623952164,70
630,630,3,67,02.02.1989,59,2,0,67,80.0,123,187.0,0.5166351925017529,28,249,0,0,0.3541155167566157,16
631,631,2,70,10.03.1988,84,3,0,104,75.0,202,184.0,0.5207836024719509,41,390,0,0,0.35528104558411533,75
632,632,0,43,21.05.1989,37,2,0,48,84.0,46,190.0,0.44859759173870506,20,131,0,2,0.35239677662668734,72
633,633,0,122,14.09.1979,92,2,0,87,85.0,204,183.0,0.4877879923231745,26,383,0,8,0.3530348108587952,90
634,634,1,43,14.11.1986,55,2,0,92,63.0,99,174.0,0.39960882389104874,25,246,2,7,0.3444771067938511,38
635,635,0,27,27.02.1989,37,2,0,50,75.0,69,183.0,0.39385413858729984,19,156,0,3,0.3449376924168001,28
636,636,1,0,01.09.1993,16,0,0,29,64.0,24,168.0,0.38328237630123146,10,69,2,6,0.33388023738097483,45
637,637,0,11,11.03.1991,38,0,0,40,70.0,73,188.0,0.458140692305053,17,151,1,4,0.3426120516135225,48
638,638,1,11,01.01.1992,28,0,0,44,65.0,93,170.0,0.446713016144949,25,165,1,0,0.3435844577400393,6
639,639,0,4,05.12.1991,9,2,0,21,72.0,16,185.0,0.4815079635465301,6,46,0,10,0.3636990130407907,38
640,640,0,0,10.12.1980,28,3,0,27,80.0,44,188.0,0.5882973115445439,7,99,1,5,0.3698935941871719,69
641,641,2,7,31.07.1990,26,3,0,68,74.0,29,176.0,0.5213191174837302,19,123,1,7,0.370723941263277,37
642,642,0,6,14.11.1989,21,0,0,60,77.0,58,180.0,0.4218213862588348,18,139,0,3,0.3360492258311089,83
643,643,1,46,14.12.1985,73,2,0,79,71.0,159,175.0,0.5093403022369495,22,311,0,10,0.3547260330026318,16
644,644,0,2,27.01.1987,29,1,0,32,69.0,59,181.0,0.2870326826287765,26,120,2,4,0.32005687185749415,51
645,645,1,17,23.08.1983,93,0,0,125,83.0,117,188.0,0.47079412958849437,54,335,1,1,0.34153398020854314,93
646,646,1,15,22.04.1989,42,0,0,51,70.0,48,180.0,0.4557039694960304,16,141,0,8,0.3412674609856299,82
647,647,0,55,04.01.1986,121,0,0,152,67.0,265,170.0,0.49902843162495353,60,538,1,10,0.3510482491107301,48
648,648,0,36,25.05.1986,93,0,0,139,64.0,117,178.0,0.45512981643019107,19,349,2,12,0.3417698496451353,92
649,649,0,8,28.09.1985,54,0,0,92,72.0,85,180.0,0.38524533277063433,49,231,0,12,0.33099201577755405,53
650,650,0,5,31.10.1991,18,0,1,17,78.0,35,177.0,0.3686899711949958,7,70,0,12,0.330435963394793,53
651,651,1,7,29.03.1989,45,0,0,79,74.0,77,191.0,0.3848539934580401,19,201,1,1,0.33073207492682655,93
652,652,0,4,28.01.1978,175,0,0,175,83.0,408,185.0,0.47582601962410026,96,758,3,1,0.346916662915409,45
653,653,1,16,23.09.1984,52,2,0,96,81.0,98,189.0,0.37367887774522945,40,246,0,1,0.3397140271323623,28
654,654,0,7,01.10.1990,31,2,0,37,82.0,75,195.0,0.3949055091797041,18,143,0,1,0.34285250523445376,1
655,655,0,10,01.11.1989,19,2,0,42,75.0,52,180.0,0.442947068658311,22,113,0,0,0.34486034114183783,28
656,656,0,0,05.12.1982,33,0,0,46,87.0,77,189.0,0.6533187875491545,10,156,0,5,0.36427923650374516,27
657,657,3,21,14.03.1981,76,2,0,88,77.0,160,181.0,0.5275228138403187,46,324,1,4,0.35283912502764236,90
658,658,1,29,07.04.1986,47,2,0,76,76.0,82,186.0,0.38911596869740117,18,205,0,0,0.3436351438386981,72
659,659,0,50,18.07.1983,55,2,0,102,72.0,125,180.0,0.4154165420253308,31,282,1,8,0.3431622436923726,39
660,660,1,40,24.04.1987,73,0,0,88,79.0,200,189.0,0.5234234917966722,66,361,1,4,0.35403699228173235,83
661,661,1,5,19.10.1992,20,2,0,48,78.0,57,181.0,0.3359668924003006,26,125,0,1,0.3366281626427214,38
662,662,0,0,02.05.1991,31,2,0,40,88.0,66,193.0,0.3359668924003006,1,137,0,12,0.3366281626427214,15
663,663,0,7,16.07.1989,19,2,0,19,97.0,31,201.0,0.33596689240030075,16,69,0,1,0.3366281626427212,39
664,664,0,10,03.08.1992,34,2,0,36,96.0,46,197.0,0.38240135083719085,20,116,0,1,0.34214058464405,2
665,665,0,0,18.10.1979,50,2,0,83,90.0,82,192.0,0.43221231760401374,16,215,0,5,0.3465018280974224,38
666,666,1,33,05.01.1982,146,1,0,145,72.0,197,183.0,0.4961229668683526,51,488,1,10,0.35389472699417585,36
667,667,2,93,25.01.1978,82,0,1,127,89.0,138,186.0,0.35413349728067567,39,347,5,2,0.32668374638264364,63
668,668,1,10,04.01.1984,50,3,0,96,74.0,92,181.0,0.572248781480574,74,238,0,4,0.3665839300954399,62
669,669,1,14,08.02.1987,42,0,0,51,82.0,158,186.0,0.569972119246586,66,251,2,4,0.3600117830679023,48
670,670,1,92,15.03.1983,66,3,0,78,77.0,87,179.0,0.5882973115445439,39,231,1,2,0.3698935941871719,69
671,671,2,3,09.06.1989,15,3,0,22,72.0,29,177.0,0.5882973115445439,11,66,0,3,0.3698935941871719,75
672,672,2,2,21.01.1986,32,3,0,53,76.0,42,179.0,0.5882973115445439,29,127,2,12,0.36989359418717194,26
673,673,2,8,11.05.1986,26,3,0,41,73.0,45,178.0,0.5882973115445439,36,112,0,3,0.36989359418717194,61
674,674,2,30,02.09.1988,71,2,0,102,81.0,184,190.0,0.5039729121731934,92,357,3,4,0.35338926087039013,12
675,675,0,2,16.02.1990,2,3,0,10,69.0,16,174.0,0.6317972270450087,2,28,0,3,0.37279830801991,68
676,676,0,0,10.09.1982,30,3,0,43,73.0,47,182.0,0.5834609282856945,9,120,0,5,0.3659032361828947,20
677,677,1,121,01.06.1988,63,0,0,75,62.0,152,173.0,0.4856967463499954,24,290,0,12,0.34730217879963415,49
678,678,6,5,08.06.1984,100,3,0,84,74.0,310,174.0,0.5411725214001002,112,494,3,4,0.35505714642999053,29
679,679,2,50,20.06.1989,45,1,0,62,78.0,140,187.0,0.5019403695727412,22,247,1,0,0.36075276523787914,59
680,680,1,10,24.02.1983,91,2,0,117,77.0,125,179.0,0.4519899691817782,95,333,3,6,0.35156025590956835,0
681,681,1,165,11.12.1981,106,3,0,98,60.0,286,168.0,0.5378079644162933,36,490,2,2,0.35717185325644457,52
682,682,3,3,03.07.1989,46,1,1,58,78.0,59,180.0,0.3953907236106457,19,163,2,9,0.33909436357241335,80
683,683,1,31,01.06.1984,74,0,0,103,81.0,130,178.0,0.5050872765362476,45,307,3,7,0.3456670338832238,94
